State_id,Year,Month,Day,payment_value,payment_installments,product_description_lenght,product_name_lenght,product_photos_qty
6,2017,May,5,2118.23,57,13452,864,43
6,2017,May,6,1489.81,34,4796,641,16
6,2017,May,7,2873.73,72,20351,1171,38
6,2017,May,8,1965.12,37,10982,528,20
6,2017,May,9,2872.22,50,14230,767,24
6,2017,May,10,1437.69,30,8929,515,20
6,2017,May,11,1443.18,55,10647,697,38
6,2017,May,12,1522.27,31,10717,666,47
6,2017,May,13,1694.46,29,7119,441,16
6,2017,May,14,943.34,32,4732,448,27
6,2017,May,15,1434.98,56,10184,686,31
6,2017,May,16,3421.8,78,15470,809,24
6,2017,May,17,1559.24,61,8645,660,34
6,2017,May,18,3718.31,99,15245,1038,34
6,2017,May,19,3287.42,83,17798,1147,46
6,2017,May,20,1649.72,51,6517,682,34
6,2017,May,21,4161.92,72,15521,1112,54
6,2017,May,22,3081.52,48,5561,497,24
6,2017,May,23,1717.47,45,9798,574,25
6,2017,May,24,784.9,31,3632,342,20
6,2017,May,25,3493.98,107,25377,1540,38
6,2017,May,26,1936.26,28,14019,531,29
6,2017,May,27,773.89,30,2651,398,16
6,2017,May,28,1968.64,66,8286,711,27
6,2017,May,29,2082.85,48,13061,857,41
6,2017,May,30,2452.63,50,7248,664,34
6,2017,May,31,4487.01,90,14980,1010,43
6,2017,June,1,1659.18,35,12664,500,27
6,2017,June,2,1901.18,46,14885,976,49
6,2017,June,3,1365.87,37,6358,525,32
6,2017,June,4,2409.58,42,9495,516,17
6,2017,June,5,1526.76,48,6617,536,24
6,2017,June,6,3419.93,103,14311,924,38
6,2017,June,7,1952.53,42,11713,747,20
6,2017,June,8,2337.21,39,11958,773,39
6,2017,June,9,3526.47,50,8882,657,30
6,2017,June,10,812.6,30,2978,350,19
6,2017,June,11,2318.99,61,13317,672,43
6,2017,June,12,1669.97,49,9975,824,30
6,2017,June,13,2868.71,69,16649,920,25
6,2017,June,14,1796.69,43,10828,886,41
6,2017,June,15,1525.24,33,6375,613,21
6,2017,June,16,1050.27,39,8895,557,24
6,2017,June,17,1138.69,28,3307,230,20
6,2017,June,18,1332.41,59,6001,513,21
6,2017,June,19,4083.86,109,16109,1378,55
6,2017,June,20,2234.28,57,6181,484,27
6,2017,June,21,846.26,26,4570,215,20
6,2017,June,22,1862.35,56,7078,652,30
6,2017,June,23,1707.36,54,6732,649,25
6,2017,June,24,3379.08,28,12287,546,18
6,2017,June,25,5813.14,44,5278,393,20
6,2017,June,26,1419.56,33,16057,588,40
6,2017,June,27,2178.41,50,14490,780,34
6,2017,June,28,1340.56,45,7658,580,14
6,2017,June,29,1721.12,69,7345,697,34
6,2017,June,30,1697.1,49,12065,735,37
6,2017,July,1,2642.03,48,8261,537,18
6,2017,July,2,2653.76,81,10822,820,34
6,2017,July,3,1723.05,29,6301,359,13
6,2017,July,4,2291.43,76,11918,954,54
6,2017,July,5,3532.77,50,13012,724,44
6,2017,July,6,3692.48,91,15893,1188,37
6,2017,July,7,1064.88,35,9790,549,18
6,2017,July,8,1176.87,30,8026,414,16
6,2017,July,9,782.77,38,3970,304,17
6,2017,July,10,2309.65,38,13814,935,44
6,2017,July,11,3741.37,54,12449,1065,68
6,2017,July,12,2080.27,45,16417,737,44
6,2017,July,13,1508.96,45,5098,699,36
6,2017,July,14,2496.25,57,11471,769,32
6,2017,July,15,1316.2,31,7092,479,24
6,2017,July,16,2468.27,60,12465,836,32
6,2017,July,17,3956.34,103,13823,1304,57
6,2017,July,18,4217.27,83,16310,1050,44
6,2017,July,19,1772.89,45,13793,1065,50
6,2017,July,20,3643.81,87,18224,1648,66
6,2017,July,21,9128.36,38,6161,694,25
6,2017,July,22,1569.37,63,10332,649,31
6,2017,July,23,1237.9,39,3172,340,12
6,2017,July,24,3568.37,44,17885,802,43
6,2017,July,25,3122.37,77,10494,1020,48
6,2017,July,26,1056.95,47,6971,589,40
6,2017,July,27,1484.53,44,7631,564,22
6,2017,July,28,3753.4,40,12025,950,38
6,2017,July,29,2596.77,80,16902,936,44
6,2017,July,30,1245.17,45,9030,658,25
6,2017,July,31,3386.63,85,14904,1413,84
6,2017,August,1,2706.85,59,15319,639,29
6,2017,August,2,1994.46,47,9358,699,35
6,2017,August,3,1615.54,47,8102,609,20
6,2017,August,4,3195.84,41,10812,700,36
6,2017,August,5,1913.39,58,14805,788,28
6,2017,August,6,1335.6,49,8910,728,27
6,2017,August,7,2725.5,99,13031,1126,29
6,2017,August,8,3426.44,73,17000,1064,48
6,2017,August,9,3133.96,65,13167,915,47
6,2017,August,10,1796.24,42,11448,879,40
6,2017,August,11,5003.74,86,21893,1494,67
6,2017,August,12,2781.22,86,11077,824,36
6,2017,August,13,2938.23,57,11128,781,42
6,2017,August,14,3304.83,43,13393,1050,42
6,2017,August,15,1694.99,35,10219,638,28
6,2017,August,16,3563.15,76,12481,1279,59
6,2017,August,17,3682.65,79,15838,980,50
6,2017,August,18,2875.07,47,18669,1035,54
6,2017,August,19,1626.54,57,9435,852,43
6,2017,August,20,1931.3,36,4623,391,21
6,2017,August,21,2278.93,51,12617,948,62
6,2017,August,22,3032.16,44,16666,857,50
6,2017,August,23,1033.81,16,4223,307,24
6,2017,August,24,2907.48,22,11201,767,38
6,2017,August,25,1425.99,35,10820,669,31
6,2017,August,26,1133.7,22,6358,484,23
6,2017,August,27,2108.8,48,12138,963,27
6,2017,August,28,3982.1,63,16213,961,45
6,2017,August,29,4892.21,75,13846,991,49
6,2017,August,30,4801.54,104,21882,1206,66
6,2017,August,31,3320.23,78,15829,832,45
6,2017,September,1,4413.37,82,16617,1186,50
6,2017,September,2,2862.19,50,9923,579,25
6,2017,September,3,10106.06,70,26983,908,42
6,2017,September,4,1681.89,50,12624,701,36
6,2017,September,5,4333.71,80,17569,1281,70
6,2017,September,6,3531.65,73,8951,853,30
6,2017,September,7,3142.17,38,11416,615,23
6,2017,September,8,1813.18,25,6126,591,20
6,2017,September,9,1121.25,45,8133,476,18
6,2017,September,10,3381.59,76,12571,1053,51
6,2017,September,11,4455.63,108,14945,1198,59
6,2017,September,12,3821.55,102,21547,1724,76
6,2017,September,13,6149.73,106,24906,1576,81
6,2017,September,14,2622.25,30,8242,794,39
6,2017,September,15,3104.16,73,15204,1206,50
6,2017,September,16,5444.7,89,17413,1203,62
6,2017,September,17,3557.73,67,11131,1161,58
6,2017,September,18,12415.31,67,27104,1450,63
6,2017,September,19,1515.07,45,8508,594,34
6,2017,September,20,1993.82,48,18520,842,39
6,2017,September,21,2797.18,79,11961,1013,48
6,2017,September,22,2284.76,41,20020,861,47
6,2017,September,23,2864.89,33,9297,347,11
6,2017,September,24,1710.67,40,10111,585,38
6,2017,September,25,1246.3,41,8670,537,15
6,2017,September,26,3577.21,72,21987,1348,63
6,2017,September,27,2038.48,30,8996,732,25
6,2017,September,28,10540.46,85,21647,1241,61
6,2017,September,29,1676.73,35,6810,565,27
6,2017,September,30,3602.9,68,26028,1132,39
6,2017,October,1,2894.61,75,19478,1126,42
6,2017,October,2,3068.34,54,21042,1076,48
6,2017,October,3,4623.44,71,24164,1319,62
6,2017,October,4,3413.08,60,9709,942,44
6,2017,October,5,5133.6,123,18501,1339,70
6,2017,October,6,2387.52,45,9945,963,34
6,2017,October,7,1563.79,39,11028,588,22
6,2017,October,8,2665.84,59,9354,822,28
6,2017,October,9,9503.82,84,41053,2314,68
6,2017,October,10,6688.05,99,25776,1452,74
6,2017,October,11,2258.84,63,15337,1200,56
6,2017,October,12,4374.94,56,14599,916,29
6,2017,October,13,4184.73,58,18016,813,52
6,2017,October,14,1994.41,33,9075,741,23
6,2017,October,15,5079.29,46,20850,760,43
6,2017,October,16,4696.71,44,17839,983,59
6,2017,October,17,2118.71,57,13540,819,35
6,2017,October,18,6325.99,117,20666,1446,76
6,2017,October,19,4007.16,72,20655,1125,48
6,2017,October,20,1647.91,51,8002,736,24
6,2017,October,21,2066.15,53,12581,878,34
6,2017,October,22,5841.3,82,16889,1275,50
6,2017,October,23,3773.83,100,14846,1152,62
6,2017,October,24,4187.56,97,18929,1321,55
6,2017,October,25,4184.23,80,18705,1315,53
6,2017,October,26,3766.57,74,19264,838,39
6,2017,October,27,2872.95,44,12263,891,28
6,2017,October,28,1254.45,47,7656,716,31
6,2017,October,29,3992.14,50,12870,1196,41
6,2017,October,30,1954.28,56,8959,860,28
6,2017,October,31,2394.91,61,14088,843,30
6,2017,November,1,2643.21,33,10359,615,28
6,2017,November,2,4368.57,52,23186,819,42
6,2017,November,3,2940.9,64,13671,782,37
6,2017,November,4,2542.2,52,13530,972,45
6,2017,November,5,1181.26,13,8729,489,17
6,2017,November,6,2752.61,39,14497,934,62
6,2017,November,7,3064.29,91,13450,1208,61
6,2017,November,8,3077.7,73,21017,1176,59
6,2017,November,9,5792.12,92,23461,1428,57
6,2017,November,10,3259.2,77,12685,1056,50
6,2017,November,11,3927.67,71,17547,820,43
6,2017,November,12,2476.53,76,15128,1013,60
6,2017,November,13,3589.67,52,16130,1172,62
6,2017,November,14,3464.93,64,17302,1276,72
6,2017,November,15,4988.8,116,19912,1317,49
6,2017,November,16,2884.68,46,20438,1217,46
6,2017,November,17,3366.07,44,25649,1176,45
6,2017,November,18,2755.01,26,7360,674,36
6,2017,November,19,4505.67,66,11642,1132,52
6,2017,November,20,4793.56,105,27770,1413,87
6,2017,November,21,12475.26,82,28036,1677,82
6,2017,November,22,5321.81,115,21031,1720,83
6,2017,November,23,10021.13,147,34828,2356,115
6,2017,November,24,65252.54,719,141927,10178,468
6,2017,November,25,13920.07,285,59774,3923,163
6,2017,November,26,14368.17,273,52084,4199,172
6,2017,November,27,14810.84,183,47306,3427,159
6,2017,November,28,9577.81,201,41553,3079,131
6,2017,November,29,7495.48,165,33477,2684,153
6,2017,November,30,6010.35,138,34896,2231,95
6,2017,December,1,6194.25,130,36326,1942,79
6,2017,December,2,5480.89,75,29663,1698,83
6,2017,December,3,6637.96,112,31729,1845,93
6,2017,December,4,10195.17,165,39861,2382,129
6,2017,December,5,9556.46,148,45876,2758,169
6,2017,December,6,11207.49,102,38383,2696,86
6,2017,December,7,3749.07,76,30936,1506,48
6,2017,December,8,4468.28,91,17295,1064,44
6,2017,December,9,1698.74,70,11238,842,32
6,2017,December,10,5240.36,103,25385,1145,69
6,2017,December,11,4225.46,72,21665,1464,49
6,2017,December,12,7194.06,169,36329,2383,104
6,2017,December,13,4888.52,59,20042,1148,32
6,2017,December,14,3244.8,68,16822,1208,40
6,2017,December,15,3711.86,57,14070,1172,45
6,2017,December,16,3780.62,80,15955,877,32
6,2017,December,17,1683.06,41,7418,736,31
6,2017,December,18,4363.07,90,19508,1466,72
6,2017,December,19,2636.89,59,14918,865,61
6,2017,December,20,6187.23,109,29100,1465,71
6,2017,December,21,2787.6,35,16170,1032,44
6,2017,December,22,964.09,33,10590,558,33
6,2017,December,23,2273.9,93,14153,742,28
6,2017,December,24,305.65,11,1096,208,9
6,2017,December,25,2304.47,37,7777,642,22
6,2017,December,26,5062.87,63,15445,843,34
6,2017,December,27,2998.75,97,20783,1527,80
6,2017,December,28,3394.69,70,21328,1321,52
6,2017,December,29,3475.5,45,10543,800,33
6,2017,December,30,2454.49,59,12919,835,58
6,2017,December,31,168.21,8,2267,175,12
6,2018,January,1,2069.93,95,12094,718,43
6,2018,January,2,2181.06,39,16595,1207,38
6,2018,January,3,3621.25,74,15946,1447,61
6,2018,January,4,3018.37,76,15117,1146,49
6,2018,January,5,8710.3,93,25659,1505,63
6,2018,January,6,12184.94,65,23904,1678,80
6,2018,January,7,3532.89,67,11455,911,34
6,2018,January,8,7307,156,39178,2472,105
6,2018,January,9,5272.3,97,23835,1688,88
6,2018,January,10,3475.03,85,26059,1630,98
6,2018,January,11,13446.03,162,47040,2844,166
6,2018,January,12,4592.37,93,16434,1674,79
6,2018,January,13,3897.28,83,19109,1253,51
6,2018,January,14,4558.87,112,19248,1450,74
6,2018,January,15,4054.07,77,28765,1710,78
6,2018,January,16,10550.46,147,35753,2004,78
6,2018,January,17,5812.25,122,28369,1954,88
6,2018,January,18,3698.59,89,22416,1296,80
6,2018,January,19,5519.26,115,26470,1736,91
6,2018,January,20,6144.2,147,24150,1607,63
6,2018,January,21,1955.8,34,12412,861,51
6,2018,January,22,6979.92,129,34574,2447,85
6,2018,January,23,5989.08,107,34613,2217,103
6,2018,January,24,4896.87,104,25518,1850,78
6,2018,January,25,7980.69,153,42927,2162,82
6,2018,January,26,9812.3,101,25116,1570,63
6,2018,January,27,1593.73,45,14069,627,20
6,2018,January,28,3478.97,67,22483,1061,48
6,2018,January,29,3938.42,83,19731,1254,56
6,2018,January,30,4962,91,31574,2001,102
6,2018,January,31,6294.17,81,20566,1437,59
6,2018,February,1,5230.74,103,25987,1727,73
6,2018,February,2,11098.59,138,33699,2111,97
6,2018,February,3,2540.39,87,17777,1328,43
6,2018,February,4,2765.13,77,16232,1060,40
6,2018,February,5,7503.23,143,38157,2312,84
6,2018,February,6,4902.67,110,26914,1801,63
6,2018,February,7,7952.97,153,35007,2135,65
6,2018,February,8,8357.35,148,44597,1970,82
6,2018,February,9,5839.95,65,22391,1243,56
6,2018,February,10,3239.76,68,17350,1120,70
6,2018,February,11,1690.52,39,11683,1017,46
6,2018,February,12,3467.91,119,13195,997,29
6,2018,February,13,2998.71,74,11560,1030,49
6,2018,February,14,10797.11,131,42857,2368,108
6,2018,February,15,2895.77,76,24986,1192,55
6,2018,February,16,4773.52,90,20697,1489,60
6,2018,February,17,4404.68,61,18552,1192,56
6,2018,February,18,3503.93,68,24647,1097,51
6,2018,February,19,2886.75,100,24131,1561,46
6,2018,February,20,9371.98,125,40729,1933,81
6,2018,February,21,3176.37,64,18508,1489,55
6,2018,February,22,6191.37,89,30090,2102,75
6,2018,February,23,5602.6,83,27685,1628,64
6,2018,February,24,3068.73,85,15799,1183,43
6,2018,February,25,4231,81,28718,1382,68
6,2018,February,26,6667.88,103,31045,1914,63
6,2018,February,27,5319.8,71,28452,1745,56
6,2018,February,28,8634.98,129,36125,2009,99
6,2018,March,1,3896.13,83,21037,1625,53
6,2018,March,2,5854.38,147,24320,1956,76
6,2018,March,3,2932.89,79,20112,1025,45
6,2018,March,4,5850.37,129,35649,1794,66
6,2018,March,5,3718.67,69,24822,1521,74
6,2018,March,6,8432.86,165,49020,2312,108
6,2018,March,7,3706.28,89,24656,1223,46
6,2018,March,8,7494.96,172,35323,2292,111
6,2018,March,9,4701.32,77,17569,1376,66
6,2018,March,10,3888.58,90,16718,1255,50
6,2018,March,11,7893.16,120,37239,1840,103
6,2018,March,12,5639.86,85,27868,1602,73
6,2018,March,13,9893.94,120,33213,2376,86
6,2018,March,14,3951.29,88,30971,1543,94
6,2018,March,15,9721.79,175,36088,2130,78
6,2018,March,16,4436.32,93,32702,1887,100
6,2018,March,17,1191.25,47,12253,748,37
6,2018,March,18,2152.09,60,11129,747,36
6,2018,March,19,5041.09,70,21953,1481,55
6,2018,March,20,7934.26,133,39795,2774,97
6,2018,March,21,5306.23,132,27048,1752,89
6,2018,March,22,5811.7,103,38973,2374,97
6,2018,March,23,6738.27,77,24750,1292,47
6,2018,March,24,4617.43,116,19502,1248,59
6,2018,March,25,3546.43,44,20366,1298,41
6,2018,March,26,5438.93,82,25759,1525,59
6,2018,March,27,4658.38,92,28603,1660,65
6,2018,March,28,7329.51,77,15540,1038,46
6,2018,March,29,8774.36,96,20878,1397,49
6,2018,March,30,2413.03,59,17813,1270,74
6,2018,March,31,2203.98,73,9599,970,36
6,2018,April,1,7583.57,132,32764,1392,57
6,2018,April,2,5204.37,79,21821,1569,72
6,2018,April,3,6723.79,83,23387,1538,53
6,2018,April,4,3114.7,45,22677,1185,59
6,2018,April,5,9829.27,147,29313,1801,89
6,2018,April,6,3047.35,44,15129,780,35
6,2018,April,7,2725.9,39,16376,876,34
6,2018,April,8,5643.73,100,21295,1205,45
6,2018,April,9,7537.89,99,34935,1869,71
6,2018,April,10,3885.26,52,18024,1125,45
6,2018,April,11,9760.58,148,32542,2059,95
6,2018,April,12,6566.22,105,38707,2199,100
6,2018,April,13,5211.32,57,25672,1207,48
6,2018,April,14,2398.37,41,10925,846,35
6,2018,April,15,4384.69,70,24097,1212,44
6,2018,April,16,4976.3,80,25543,1638,86
6,2018,April,17,5245.12,112,28122,1918,79
6,2018,April,18,5211.26,103,25529,1750,82
6,2018,April,19,5062.16,97,39091,2425,146
6,2018,April,20,3182.26,40,12232,885,57
6,2018,April,21,3798.27,86,17542,1201,50
6,2018,April,22,3518.16,74,18958,1225,52
6,2018,April,23,4470.52,85,24380,1659,68
6,2018,April,24,5559.19,46,20368,1270,56
6,2018,April,25,5193.88,81,26384,1490,69
6,2018,April,26,7171.9,158,33382,2294,110
6,2018,April,27,10557.02,137,31394,1709,115
6,2018,April,28,1393.44,32,15492,662,24
6,2018,April,29,2429.4,72,16948,1173,56
6,2018,April,30,8357.42,108,34899,2418,98
6,2018,May,1,4789.35,106,22805,1771,66
6,2018,May,2,5065.69,100,26828,1647,78
6,2018,May,3,5619.63,91,29546,1612,65
6,2018,May,4,4771.66,116,27192,1552,72
6,2018,May,5,3085.38,56,13618,813,43
6,2018,May,6,2333.85,63,20297,925,36
6,2018,May,7,14174.93,222,41422,2876,127
6,2018,May,8,5861.59,105,30251,2173,116
6,2018,May,9,12245.85,137,44179,2612,122
6,2018,May,10,8712.96,139,34282,2178,83
6,2018,May,11,5584.62,101,27360,1840,78
6,2018,May,12,9169.11,156,20364,1820,75
6,2018,May,13,4026.45,76,20034,1192,45
6,2018,May,14,8153.26,154,42870,2635,111
6,2018,May,15,16588.44,212,52125,3137,160
6,2018,May,16,11149.69,159,36212,2343,124
6,2018,May,17,7411.27,91,27708,1709,75
6,2018,May,18,5285.71,125,29201,1449,67
6,2018,May,19,1845.37,18,8410,661,28
6,2018,May,20,2193.44,38,18342,949,47
6,2018,May,21,3317.99,59,21083,1192,57
6,2018,May,22,4709.41,79,22743,1549,52
6,2018,May,23,1866.2,39,14279,824,45
6,2018,May,24,952.18,10,6976,302,25
6,2018,May,25,1828.18,26,5466,492,19
6,2018,May,26,2293.44,30,5340,380,20
6,2018,May,27,876.41,27,9791,510,29
6,2018,May,28,4113.34,80,15235,1035,44
6,2018,May,29,3236.1,74,13790,776,22
6,2018,May,30,8215.15,67,22910,1133,75
6,2018,May,31,3025.25,57,10436,821,34
6,2018,June,1,5426.66,71,16093,1042,52
6,2018,June,2,5218.07,95,11619,935,54
6,2018,June,3,2648.07,47,12543,861,36
6,2018,June,4,4529.84,68,22003,1114,39
6,2018,June,5,2752.1,66,21811,1428,64
6,2018,June,6,6121.93,97,26413,1695,88
6,2018,June,7,5246.37,132,23309,1228,57
6,2018,June,8,7310.21,94,25033,1829,71
6,2018,June,9,3917.29,66,12389,824,28
6,2018,June,10,4343.44,73,24592,1015,49
6,2018,June,11,10043.01,151,33718,2123,92
6,2018,June,12,6409.88,130,29641,1500,70
6,2018,June,13,6434.3,115,35711,1890,72
6,2018,June,14,5424.11,74,24566,1668,67
6,2018,June,15,7205.4,96,21963,1531,55
6,2018,June,16,4483.46,101,20489,1316,51
6,2018,June,17,2311.45,34,9295,614,23
6,2018,June,18,9006.73,137,47098,1945,87
6,2018,June,19,4463.83,80,39760,1595,71
6,2018,June,20,5658.29,59,28799,1457,61
6,2018,June,21,6048.01,108,31675,1929,87
6,2018,June,22,2235.83,54,12379,891,47
6,2018,June,23,4357.95,87,18619,1362,70
6,2018,June,24,3535.82,83,13512,1079,41
6,2018,June,25,4974.41,87,19322,1633,55
6,2018,June,26,6832.84,133,36568,1984,96
6,2018,June,27,4663.2,89,26718,1389,73
6,2018,June,28,7273.1,94,22930,1701,71
6,2018,June,29,2985.73,47,24095,1110,59
6,2018,June,30,1689.71,36,8686,704,28
6,2018,July,1,2227.94,49,11798,811,35
6,2018,July,2,4645.71,91,21497,1138,53
6,2018,July,3,6545.54,117,15227,1589,56
6,2018,July,4,7404.74,94,27092,1632,79
6,2018,July,5,5202.11,57,25859,1324,51
6,2018,July,6,1743.95,37,10846,684,38
6,2018,July,7,1192.95,11,3668,292,12
6,2018,July,8,1551.24,22,8872,470,26
6,2018,July,9,1780.33,22,5320,373,15
6,2018,July,10,709.13,14,6060,347,21
6,2018,July,11,1190.63,15,8004,500,20
6,2018,July,12,3966,59,7855,392,25
6,2018,July,13,3674.72,72,7672,712,25
6,2018,July,14,4054.03,75,18802,1140,64
6,2018,July,15,7133.45,88,20939,1174,53
6,2018,July,16,5752.22,100,30551,1838,78
6,2018,July,17,4562.44,122,27201,1329,62
6,2018,July,18,9192.05,181,43312,2164,86
6,2018,July,19,6389.62,120,32151,1919,67
6,2018,July,20,4771.97,70,24819,1584,61
6,2018,July,21,2489.77,47,17993,895,46
6,2018,July,22,3833.61,91,28534,1510,90
6,2018,July,23,5549.29,92,21584,1542,86
6,2018,July,24,3183.98,73,21590,1402,53
6,2018,July,25,4452.63,75,22374,1431,75
6,2018,July,26,3168.24,71,17580,1373,45
6,2018,July,27,6024.05,95,17955,1184,42
6,2018,July,28,3817.97,82,18376,1249,62
6,2018,July,29,6734.07,46,14583,799,39
6,2018,July,30,7188.02,80,27240,1739,93
6,2018,July,31,4964.58,106,26931,1620,85
6,2018,August,1,6293.02,135,32602,2342,78
6,2018,August,2,3249.39,59,24188,1273,58
6,2018,August,3,6278.84,127,40629,2149,105
6,2018,August,4,9677.83,133,31567,2171,102
6,2018,August,5,5312.82,115,29431,1839,81
6,2018,August,6,10050.33,170,31283,1884,84
6,2018,August,7,11137,160,43195,2413,136
6,2018,August,8,5196.12,107,30391,2006,65
6,2018,August,9,3951.64,81,29174,1462,70
6,2018,August,10,5180.01,95,49343,1797,80
6,2018,August,11,3669.94,65,16468,833,38
6,2018,August,12,6522.16,128,26161,1682,71
6,2018,August,13,3709.84,90,25445,1488,65
6,2018,August,14,4457.82,111,23368,1391,67
6,2018,August,15,9139.48,112,33093,1878,101
6,2018,August,16,3166.28,75,21071,1557,68
6,2018,August,17,9146.44,110,29879,1442,62
6,2018,August,18,2799.18,62,12458,1093,42
6,2018,August,19,3246.32,64,21541,1068,55
6,2018,August,20,7851.5,123,36061,1914,80
6,2018,August,21,3917.86,103,31053,1640,71
6,2018,August,22,4053.63,69,19319,1047,47
6,2018,August,23,1547.42,43,13749,727,31
6,2018,August,24,1538.72,42,5294,391,19
6,2018,August,25,676.89,14,6722,338,15
6,2018,August,26,867.05,37,10438,517,19
6,2018,August,27,268.7,7,2489,118,7
6,2018,August,29,61.29,1,394,26,1
7,2016,October,4,202.88,20,518,66,4
7,2016,October,5,401.19,10,1034,44,1
7,2017,January,18,121.62,2,614,50,1
7,2017,January,23,687.76,14,1910,126,2
7,2017,January,24,327,4,2342,102,6
7,2017,January,25,476.34,1,3319,42,6
7,2017,January,26,130.72,2,2784,100,2
7,2017,January,27,1185.59,10,3102,172,4
7,2017,January,28,36.99,1,300,33,2
7,2017,January,29,380.9,20,2604,95,6
7,2017,February,1,70.28,1,1507,39,2
7,2017,February,2,125.18,1,2641,50,8
7,2017,February,4,263.81,6,1309,79,5
7,2017,February,6,262.12,5,594,60,1
7,2017,February,7,112.46,1,716,57,5
7,2017,February,8,231.4,2,238,116,2
7,2017,February,14,55.94,1,332,38,6
7,2017,February,16,380.75,4,1155,63,1
7,2017,February,17,40.39,3,285,18,1
7,2017,February,19,33.3,3,212,61,1
7,2017,February,20,1290.79,1,333,63,3
7,2017,February,21,63.79,1,589,45,4
7,2017,February,22,259.06,3,866,45,3
7,2017,February,26,454.71,28,2270,108,6
7,2017,February,27,484.2,2,1022,68,8
7,2017,March,1,52.18,1,260,59,2
7,2017,March,5,112.49,3,1315,18,4
7,2017,March,8,751.64,2,1822,90,2
7,2017,March,9,120.04,1,1529,44,4
7,2017,March,11,328.36,5,2354,144,7
7,2017,March,12,179.41,1,551,40,2
7,2017,March,15,1792.8,4,2180,136,12
7,2017,March,16,183.12,2,2266,88,4
7,2017,March,18,633.8,5,2359,160,7
7,2017,March,21,488,4,3438,64,4
7,2017,March,22,56.39,1,274,58,2
7,2017,March,28,60.3,6,358,56,1
7,2017,April,1,350.77,3,780,173,6
7,2017,April,6,836.02,10,864,50,3
7,2017,April,7,188.44,4,1886,86,3
7,2017,April,8,65.27,1,1056,58,3
7,2017,April,9,119.98,2,1355,113,3
7,2017,April,10,133.96,2,1335,50,1
7,2017,April,12,40.8,1,180,18,4
7,2017,April,13,51.68,4,1165,59,3
7,2017,April,14,1136.05,15,5745,198,7
7,2017,April,16,506.39,6,434,45,2
7,2017,April,17,135.69,5,860,120,5
7,2017,April,18,193.08,4,2118,104,2
7,2017,April,19,48.7,4,1084,33,2
7,2017,April,20,457.99,29,102776,1189,29
7,2017,April,21,201.61,8,292,55,1
7,2017,April,25,33.77,1,1568,57,1
7,2017,April,27,197.63,7,871,54,6
7,2017,April,29,155.1,3,897,33,1
7,2017,April,30,34.78,3,409,59,1
7,2017,May,1,475.26,4,2084,74,6
7,2017,May,2,94.95,2,628,118,6
7,2017,May,3,151.11,5,801,94,4
7,2017,May,4,158.61,11,1395,80,4
7,2017,May,5,692.94,12,3382,184,18
7,2017,May,6,156.72,1,571,54,5
7,2017,May,7,199.49,1,217,58,3
7,2017,May,8,204.79,8,1353,145,3
7,2017,May,10,1184.57,14,2340,205,12
7,2017,May,12,237.94,1,2081,42,1
7,2017,May,13,216.4,11,2230,150,5
7,2017,May,14,621.76,2,1165,55,1
7,2017,May,15,117.26,1,1012,54,1
7,2017,May,17,183.46,3,1114,123,4
7,2017,May,22,959.43,4,870,87,3
7,2017,May,23,384.01,7,3072,158,11
7,2017,May,25,271.76,7,911,119,2
7,2017,May,27,66.78,3,681,53,2
7,2017,May,29,882.24,3,1137,99,7
7,2017,May,31,1064.36,16,1829,71,3
7,2017,June,1,279.38,3,2032,60,6
7,2017,June,2,284.51,5,1412,150,13
7,2017,June,4,257.3,8,500,51,2
7,2017,June,5,157.32,1,226,55,1
7,2017,June,9,529.58,13,1589,204,12
7,2017,June,10,56.69,1,297,59,2
7,2017,June,11,103.92,8,838,99,7
7,2017,June,13,191.32,10,769,45,1
7,2017,June,15,1491.16,11,1669,83,9
7,2017,June,16,108.1,2,1416,51,1
7,2017,June,19,166.16,3,1194,31,3
7,2017,June,23,987.1,7,2922,142,4
7,2017,June,24,55.79,2,,,
7,2017,June,26,104.34,6,500,38,1
7,2017,June,28,119.93,2,995,54,1
7,2017,June,30,55.69,1,772,39,1
7,2017,July,2,233.81,1,162,46,5
7,2017,July,3,128.48,5,945,110,7
7,2017,July,4,214.76,2,552,118,4
7,2017,July,5,2623.64,18,2973,158,5
7,2017,July,6,655.64,20,1022,68,8
7,2017,July,8,387.19,13,1339,112,8
7,2017,July,9,63.82,1,473,59,1
7,2017,July,10,119.84,1,189,57,1
7,2017,July,11,1069.53,19,2167,117,6
7,2017,July,12,108.1,1,486,48,3
7,2017,July,13,178.84,2,1247,85,11
7,2017,July,14,59.79,2,181,57,4
7,2017,July,16,50.79,2,644,58,6
7,2017,July,17,188.37,2,5232,90,2
7,2017,July,18,282.11,2,3465,102,7
7,2017,July,19,326.41,11,2262,115,2
7,2017,July,21,1150.54,10,286,60,4
7,2017,July,22,137.28,6,880,38,2
7,2017,July,23,79.68,3,1626,55,1
7,2017,July,24,208.74,1,911,45,1
7,2017,July,25,106.97,3,245,54,1
7,2017,July,27,341.54,6,1729,152,7
7,2017,July,28,5414.32,35,8066,222,10
7,2017,July,30,173.52,10,3415,28,2
7,2017,July,31,116.54,5,649,167,5
7,2017,August,1,7830.31,61,2047,423,9
7,2017,August,2,77.64,7,492,59,2
7,2017,August,4,86.83,1,1357,42,1
7,2017,August,5,70.31,6,228,46,1
